lead_id,fecha_registro,canal,empresa_id,punto_venta_id,nombre_cliente,telefono,email,ciudad,modelo_interes_texto,estado_gestion,fecha_primer_contacto,campania
LD-00133,08-09-2026,Formulario Web,EMP-02,PV-010,  Juan Carlos Escobar Restrepo  ,+57 312 2549184,,Monteria,Suzuki Gixxer 150,no contesta,12/09/2026 05:43,
LD-00134,2026-08-27 07:49:00,META ADS,EMP-03,PV-015,  Natalia Restrepo Giraldo  , 3508546749 ,natalia.restrepo42@outlook.com,SOACHA,honda cb 125f twister,Cotización enviada,08/27/2026 08:49,Remate Modelos 2025
LD-00135,2026-08-24 17:38:00,WhatsApp,EMP-01,PV-002,JULIÁN QUINTERO RODRÍGUEZ,+57 312 3508891,julian.quintero16@gmail.com,Itagüí,Dash 110,Contactado,24-08-2026,Prima Extra
LD-00136,08-09-2026,Meta Ads,EMP-03,PV-013,Héctor Cardona Correa,+57 318 8328842,,bogotá,Suzuki Gixxer 150,Sin gestión,,
LD-00137,27-08-2026,Formulario Web,EMP-01,PV-004,DUVÁN GÓMEZ CASTAÑO,314-303-2733,duvan.gomez4@hotmail.com,RIONEGRO,Bajaj,Cotización enviada,08/27/2026 17:21,
LD-00138,2026-08-20 00:57:00,Meta Ads,EMP-03,PV-014,YULIANA PÉREZ SALAZAR,321-310-9337,yuliana.perez65@hotmail.com,,Honda,En proceso,21-08-2026,Prima Extra
LD-00139,2026-08-14 10:54:00,META ADS,EMP-01,PV-005,Liliana Rodríguez Mosquera,3173585047,liliana.rodriguez37@yahoo.es,,Navi,En proceso,2026-08-14T16:54:00,Agosto Cero Cuotas
LD-00140,08/09/2026 13:31,WhatsApp,EMP-03,PV-013,Kevin Mosquera Torres, 3503293730 ,,BOGOTA,Discover 125,SIN GESTION,,Agosto Cero Cuotas
LD-00141,2026-08-14 14:59:00,Meta Ads,EMP-02,PV-008,Diana Carolina Osorio Agudelo,311-545-4740,,Cartagena de Indias,Hero Hunk 160R,Sin gestión,,Agosto Cero Cuotas
LD-00142,02-09-2026,Formulario Web,EMP-01,PV-005,Julián Quintero Londoño,+57 321 6402772,julian.quintero93@yahoo.es,Medellin,hero xpulse 200,Descartado,09/04/2026 11:06,Retoma tu moto
LD-00143,15-08-2026,Meta Ads,EMP-02,PV-009,Andrés Felipe Ospina Giraldo,316 964 3429,andres.ospina53@gmail.com,,bajaj discover 125,En proceso,08/16/2026 16:26,
LD-00144,2026-08-05 00:34:00,Formulario Web,EMP-01,PV-003,María Fernanda Herrera Correa,(300) 758-7262,,BELLO,bajaj pulsar ns 125,No contesta,2026-08-05T06:34:00,
LD-00145,2026-08-05 05:26:00,WhatsApp,EMP-01,PV-002,Óscar David Cardona Mosquera,3146825529,,ITAGUI,Hnda Dio 110,Cotización enviada,2026-08-05T06:26:00,Feria de Motos 2026
LD-00146,28/08/2026 22:12,Meta Ads,EMP-02,PV-008,Brayan Jiménez Bedoya,3115298008,brayan.jimenez98@yahoo.es,Cartagena,Honda CB,No contesta,29/08/2026 22:12,Prima Extra
LD-00147,04/08/2026 13:31,Meta Ads,EMP-02,PV-006,Jorge Iván Mosquera Pérez,315-309-8235,jorge.mosquera77@gmail.com,BARRANQUILLA,AKT NKD 125,Cotización enviada,08/08/2026 13:31,Remate Modelos 2025
LD-00148,25/08/2026 19:26,WhatsApp,EMP-02,PV-010,Fabián Muñoz Ospina,3215313948,,Montería,AKT  TTR 200,Descartado,2026-08-27T01:26:00,Feria de Motos 2026
LD-00149,2026-08-04 05:55:00,WhatsApp,EMP-03,PV-015,Katherine Londoño Restrepo,+57 310 6271184,,SOACHA,Hnda Dio 110,Descartado,07/08/2026 05:55,Retoma tu moto
LD-00150,2026-08-12T08:18:00,WhatsApp,EMP-03,PV-014,  Brayan Ospina Marín  , 3027906843 ,,Bogotá D.C.,AKT TTR 200,Sin gestión,,Prima Extra
LD-00151,2026-08-19 21:41:00,Meta Ads,EMP-01,PV-002,Erika Agudelo Betancur,3116424964,,ITAGUI,Bajaj Dominar 400,Sin gestión,,Prima Extra
LD-00152,2026-08-07 14:32:00,whatsapp,EMP-03,PV-013,Duván Agudelo Restrepo,+57 320 9575628,duvan.agudelo26@outlook.com,Bogota DC,Suzuki Best 125,En proceso,07-08-2026,Retoma tu moto
LD-00153,08/20/2026 20:11,WhatsApp,EMP-01,PV-003,ÓSCAR DAVID RESTREPO CASTAÑO,305-770-8328,,Bello,Hero Dash 110 2026,Cotización enviada,20/08/2026 21:11,
LD-00154,03/09/2026 03:17,WhatsApp,EMP-03,PV-014,  Carlos Mario Betancur Londoño  ,573165332330,,Bogota DC,Bajaj,Contactado,06-09-2026,Agosto Cero Cuotas
LD-00155,01/08/2026 22:02,Formulario Web,EMP-02,PV-010,Leidy Johana Franco Arias,3151498889,,Montería,Honda Dio 110,Descartado,03-08-2026,Feria de Motos 2026
LD-00156,2026-09-06 18:18:00,WhatsApp,EMP-03,PV-014,Carlos Mario Osorio Quintero,322-899-8151,carlos.osorio32@yahoo.es,Bogotá D.C.,HERO XPULSE 200,no contesta,,Prima Extra
LD-00157,2026-08-07T22:10:00,WhatsApp,EMP-01,PV-002,YULIANA PÉREZ OSORIO,3146177635,,ITAGUI,Honda XRE 300,Contactado,08-08-2026,Prima Extra
LD-00158,04-08-2026,WhatsApp,EMP-01,PV-002,  Julián Ramírez Salazar  ,573052211193,,Itagüí,A.K.T NKD 125,Contactado,05-08-2026,
LD-00159,29/08/2026 15:00,Meta Ads,EMP-01,PV-005,  Liliana Giraldo Torres  ,+57 323 0788701,,Medellin,Hero  Hunk 160R,Sin gestión,,Agosto Cero Cuotas
LD-00160,12/08/2026 11:54,WhatsApp,EMP-01,PV-005,  Andrés Felipe Quintero Osorio  ,3043752884,,MEDELLIN,Suzuki V-Strom 250,contactado,2026-08-15 11:54:00,
LD-00161,2026-08-14 12:25:00,Meta Ads,EMP-03,PV-013,Paula Andrea Muñoz Salazar,304 822 8172,,Bogota DC,Bajaj Dominar 400 2026,sin gestion,,Agosto Cero Cuotas
LD-00162,2026-08-26 14:27:00,FORMULARIO WEB,EMP-01,PV-005,LILIANA MUÑOZ BEDOYA,+57 300 9890476,liliana.munoz53@outlook.com,Medellin,Hero Dash 110,Cotización enviada,08/26/2026 16:27,Retoma tu moto
LD-00163,2026-08-26 06:48:00,formulario web,EMP-01,PV-004,Wilmar Quintero Ospina,+57 323 0766429,wilmar.quintero96@gmail.com,RIONEGRO,bajaj discover 125,En proceso,26-08-2026,Retoma tu moto
LD-00164,2026-08-06 05:31:00,WhatsApp,EMP-03,PV-013,Édinson Rodríguez Zapata, 3124795481 ,edinson.rodriguez88@outlook.com,Bogotá,BAJAJ DOMINAR 400,no contesta,2026-08-06 17:31:00,Feria de Motos 2026
LD-00165,12-08-2026,WhatsApp,EMP-02,PV-008,  Adriana Marín Hernández  , 3052466704 ,adriana.marin37@gmail.com,Cartagena,,Contactado,08/14/2026 20:04,Agosto Cero Cuotas
LD-00166,2026-08-09 01:49:00,Meta Ads,EMP-01,PV-004,  Cristian Londoño Franco  ,3178922233,,Rionegro,Bajaj Pulsar RS 200,Sin gestión,,Agosto Cero Cuotas
LD-00167,2026-08-11T06:25:00,WhatsApp,EMP-02,PV-009,Juan Carlos Agudelo Escobar,318-860-3159,,SANTA MARTA,BAJAJ PULSAR RS 200,En proceso,12/08/2026 12:25,Remate Modelos 2025
LD-00168,03/09/2026 21:06,META ADS,EMP-03,PV-011,DUVÁN MUÑOZ GIRALDO,323 314 6192,,,BAJAJ PULSAR RS 200,Contactado,03/09/2026 23:06,Feria de Motos 2026
LD-00169,2026-08-18T15:15:00,WhatsApp,EMP-03,PV-015,Sebastián Herrera Vargas,+57 323 7228285,,Soacha,AKT Dynamic R3 125,No contesta,2026-08-18 19:15:00,Prima Extra
LD-00170,30-08-2026,Formulario Web,EMP-02,PV-006,Juan Carlos Castaño Muñoz,3506078335,,BARRANQUILLA,Hero  Eco Deluxe 100,En proceso,01-09-2026,
LD-00171,02/09/2026 05:51,Formulario Web,EMP-03,PV-012,Nelson Quintero Restrepo,3189258296,nelson.quintero41@gmail.com,Bogotá D.C.,Honda  XRE 300,sin gestion,,Remate Modelos 2025
LD-00172,02/09/2026 07:02,Formulario Web,EMP-03,PV-012,Óscar David Hernández Hernández,3155704251,oscar.hernandez18@gmail.com,Bogotá,Honda XR,sin gestion,,Retoma tu moto
LD-00173,08/09/2026 22:08,META ADS,EMP-02,PV-009,Wilmar Hernández Rodríguez,3016312294,wilmar.hernandez32@outlook.com,Sta Marta,Suzuki  GN 125,Cotización enviada,,Agosto Cero Cuotas
LD-00174,27/08/2026 08:26,WhatsApp,EMP-02,PV-008,Mónica Pérez Franco, 3135735661 ,monica.perez63@outlook.com,Cartagena,hero dash 110,Descartado,2026-08-27T10:26:00,
LD-00175,2026-09-08 04:13:00,WhatsApp,EMP-02,PV-008,Diana Carolina Rodríguez Torres,3020424343,diana.rodriguez25@hotmail.com,Cartagena,Bajaj Dominar,Descartado,2026-09-09 04:13:00,Agosto Cero Cuotas
LD-00176,2026-08-26 06:22:00,Meta Ads,EMP-02,PV-006,Wilmar Salazar Cardona,3183986971,wilmar.salazar80@outlook.com,Barranquilla,HONDA NAVI,No contesta,2026-08-26 10:22:00,Retoma tu moto
LD-00177,12/08/2026 05:10,WhatsApp,EMP-01,PV-003,Claudia Patricia Betancur Gómez,573045632071,claudia.betancur50@outlook.com,BELLO,Hero Dash 110,Cotización enviada,12/08/2026 23:10,Feria de Motos 2026
LD-00178,10/08/2026 15:34,WhatsApp,EMP-03,PV-011,Andrés Felipe Arias Zapata,3018749200,andres.arias96@yahoo.es,bogotá,V-Strom 250,Cotización enviada,11/08/2026 03:34,
LD-00179,2026-08-18T23:38:00,Meta Ads,EMP-03,PV-011,Duván Castaño Vargas,+57 300 5773855,,BOGOTA,Bajaj,Contactado,2026-08-20 05:38:00,Retoma tu moto
LD-00180,2026-08-23 22:58:00,Meta Ads,EMP-03,PV-014,  María Fernanda Osorio Muñoz  ,+57 300 7848551,maria.osorio27@hotmail.com,Bogota DC,Honda CB 190R,Contactado,2026-08-23T23:58:00,
LD-00181,2026-09-04 06:03:00,WhatsApp,EMP-03,PV-013,Cristian Pérez Ospina,3234480678,cristian.perez29@hotmail.com,bogotá,AKT NKD 125,Contactado,04-09-2026,Prima Extra
LD-00182,2026-08-25 14:08:00,Formulario Web,EMP-02,PV-009,Paula Andrea Herrera Restrepo,312 373 8493,paula.herrera90@outlook.com,,Bajaj Pulsar,Contactado,26-08-2026,Agosto Cero Cuotas
LD-00183,2026-08-09T13:34:00,formulario web,EMP-02,PV-010,Kevin Mosquera,3503293730,kevin.mosquera53@outlook.com,MONTERIA,AKT Dynamic R3 125 2026,En proceso,09-08-2026,Retoma tu moto
LD-00184,2026-08-05T05:52:00,Formulario Web,EMP-03,PV-015,Carlos Mario Arias Herrera,(302) 577-8715,carlos.arias64@gmail.com,Soacha,Hnda Dio 110,En proceso,,Feria de Motos 2026
LD-00185,2026-09-01T12:50:00,WhatsApp,EMP-02,PV-010,Natalia Restrepo Giraldo,3508546749,natalia.restrepo17@outlook.com,MONTERIA,honda xr 150l,En proceso,2026-09-01 13:50:00,Remate Modelos 2025
LD-00186,2026-08-05 00:45:00,Meta Ads,EMP-01,PV-005,Carlos Mario Muñoz Muñoz,3042887574,carlos.munoz69@hotmail.com,Medellín,Hnda CB 190R,SIN GESTION,,Agosto Cero Cuotas
LD-00187,2026-08-02T03:09:00,Formulario Web,EMP-03,PV-014,JULIÁN CARDONA HERRERA, 3122128499 ,,BOGOTA,Navi,Contactado,08/02/2026 04:09,
LD-00188,2026-08-17 07:20:00,WhatsApp,EMP-01,PV-005,Duván Hernández Torres,3177884448,,,Hnda Navi,En proceso,18/08/2026 07:20,
LD-00189,20/08/2026 22:04,meta ads,EMP-03,PV-013,ANGIE PAOLA VALENCIA OSPINA,305 109 5454,angie.valencia49@yahoo.es,Bogotá D.C.,Bajaj Dominar 400,Descartado,2026-08-22T22:04:00,Remate Modelos 2025
LD-00190,2026-09-03 14:28:00,Meta Ads,EMP-01,PV-003,Héctor Osorio Arias,3208085803,hector.osorio83@gmail.com,BELLO,Bajaj,Sin gestión,,Retoma tu moto
LD-00191,2026-08-09 23:12:00,Formulario Web,EMP-01,PV-005,  Yesenia Herrera Torres  ,3221131295,,medellin,Bajaj Pulsar NS 125,En proceso,,
LD-00192,31/08/2026 22:18,WhatsApp,EMP-02,PV-008,Natalia Herrera Valencia, 3152010053 ,,Cartagena,Hnda CB 125F Twister,Cotización enviada,2026-09-02T22:18:00,Retoma tu moto
LD-00193,10/08/2026 04:04,META ADS,EMP-02,PV-008,Óscar David Betancur Osorio,3225396235,oscar.betancur40@hotmail.com,Cartagena,honda cb 125f twister,Sin gestión,,Retoma tu moto
LD-00194,2026-08-28T09:03:00,WhatsApp,EMP-02,PV-007,  Natalia Pérez Gómez  ,3015300496,,Soledad,Suzuky GN 125,No contesta,,Feria de Motos 2026
LD-00195,2026-08-20 14:43:00,WhatsApp,EMP-03,PV-013,Adriana Hernández Valencia,3514975216,,Bogota DC,Navi,Sin gestión,,
LD-00196,31-08-2026,WhatsApp,EMP-01,PV-002,CARLOS MARIO GIRALDO RESTREPO,3166816945,carlos.giraldo61@hotmail.com,Itagüí,A.K.T TTR 200,No contesta,31/08/2026 10:34,
LD-00197,31-08-2026,meta ads,EMP-03,PV-015,CARLOS MARIO AGUDELO PÉREZ,573116811622,carlos.agudelo43@yahoo.es,SOACHA,Bajaj Pulsar NS 125,sin gestion,,Prima Extra
LD-00198,03/09/2026 10:36,Meta Ads,EMP-01,PV-001,  Yuliana Quintero Arias  ,301 603 9155,yuliana.quintero93@yahoo.es,Medellín ,hero dash 110,Cotización enviada,03/09/2026 11:36,Retoma tu moto
LD-00199,08/09/2026 09:24,WhatsApp,EMP-01,PV-004,Cristian Agudelo Restrepo,3052124022,cristian.agudelo99@hotmail.com,RIONEGRO,Honda  CB 190R,sin gestion,,
LD-00200,20/08/2026 12:51,Meta Ads,EMP-01,PV-005,  Carlos Mario Jiménez Ramírez  ,3117016095,,MEDELLIN,akt nkd 125,Descartado,08/21/2026 18:51,Retoma tu moto
LD-00201,2026-08-14 04:47:00,WhatsApp,EMP-02,PV-008,Estefanía Pérez Ramírez, 3003807544 ,estefania.perez84@outlook.com,Cartagena de Indias,Suzuki V-Strom 250,Descartado,,Feria de Motos 2026
LD-00202,2026-08-22 00:50:00,FORMULARIO WEB,EMP-02,PV-010,Claudia Patricia Rodríguez Vargas,300-904-3276,,Montería,Bajai Boxer CT 100,No contesta,24-08-2026,Agosto Cero Cuotas
LD-00203,2026-08-05 18:06:00,WhatsApp,EMP-02,PV-007,Angie Paola Torres Betancur,573058103982,,SOLEDAD,Suzuki GN 125,no contesta,2026-08-05T19:06:00,Remate Modelos 2025
LD-00204,30/08/2026 11:41,WhatsApp,EMP-01,PV-005,Vanessa Cardona Castaño,3511572729,,medellin,Honda CB 125F Twister,Contactado,,Feria de Motos 2026
LD-00205,26/08/2026 07:14,formulario web,EMP-02,PV-007,JULIÁN BETANCUR QUINTERO,+57 318 5685610,,SOLEDAD,Hero  Hunk 160R,contactado,26/08/2026 11:14,Feria de Motos 2026
LD-00206,2026-08-02 13:44:00,WhatsApp,EMP-03,PV-011,Natalia Jiménez Mosquera,323 282 8746,natalia.jimenez21@gmail.com,Bogotá D.C.,akt dynamic r3 125,Contactado,02-08-2026,Prima Extra
LD-00207,2026-08-10 04:51:00,WhatsApp,EMP-03,PV-011,  Yesenia Arias Escobar  ,3189258265,,Bogota,honda cb 125f twister,Descartado,12-08-2026,Agosto Cero Cuotas
LD-00208,2026-08-17T09:55:00,Meta Ads,EMP-01,PV-002,Wilmar Mosquera Castaño, 3226734075 ,,ITAGUI,Bajai Pulsar NS 125,Descartado,2026-08-17T10:55:00,Retoma tu moto
LD-00209,2026-09-01 18:21:00,WhatsApp,EMP-01,PV-001,LUZ MARINA RESTREPO GIRALDO,573023586801,luz.restrepo48@hotmail.com,medellin,Honda  CB 190R,Descartado,2026-09-02 06:21:00,Retoma tu moto
LD-00210,2026-09-03 03:36:00,WhatsApp,EMP-01,PV-003,  Óscar David Arias Giraldo  ,573054833744,,BELLO,Honda  Dio 110,no contesta,03-09-2026,Prima Extra
LD-00211,31-08-2026,META ADS,EMP-03,PV-011,Diana Carolina Giraldo Franco,3000427368,diana.giraldo27@gmail.com,BOGOTA,Bajaj Pulsar NS 125 2026,Sin gestión,,
LD-00212,06-09-2026,Formulario Web,EMP-03,PV-013,Adriana Ramírez Torres, 3200664370 ,adriana.ramirez4@outlook.com,BOGOTA,BAJAJ DOMINAR 400,Cotización enviada,08/09/2026 02:44,Agosto Cero Cuotas
LD-00213,22/08/2026 12:01,Meta Ads,EMP-02,PV-010,Carlos Mario Hernández Castaño,316 577 8889,carlos.hernandez44@gmail.com,MONTERIA,Honda XRE 300,Contactado,22-08-2026,
LD-00214,08/31/2026 04:54,WhatsApp,EMP-01,PV-001,CARLOS MARIO OSORIO ESCOBAR,3158874268,,Medellín,Honda,Contactado,2026-08-31 16:54:00,Feria de Motos 2026
LD-00215,2026-08-11 00:13:00,WhatsApp,EMP-03,PV-015,Jorge Iván Escobar Osorio,573502668416,,SOACHA,Hero Hunk 160R,SIN GESTION,,Remate Modelos 2025
LD-00216,05-08-2026,whatsapp,EMP-03,PV-015,Wilmar Londoño Zapata,322 298 6193,wilmar.londono73@yahoo.es,Soacha,AKT Dynamic R3 125,sin gestion,,Agosto Cero Cuotas
LD-00217,2026-08-13 23:18:00,WhatsApp,EMP-02,PV-009,Édinson Bedoya Vargas, 3518822526 ,edinson.bedoya13@hotmail.com,SANTA MARTA,Honda XR 150L,no contesta,08/14/2026 23:18,Feria de Motos 2026
LD-00218,2026-08-19 15:34:00,Formulario Web,EMP-03,PV-013,  Fabián Gómez Betancur  ,+57 321 9007755,fabian.gomez48@outlook.com,Bogotá,Bajaj Discover 125,Contactado,19-08-2026,Remate Modelos 2025
LD-00219,2026-09-08 17:47:00,Formulario Web,EMP-03,PV-014,Wilmar Castaño Muñoz,(320) 480-7726,wilmar.castano35@yahoo.es,bogotá,Bajai Pulsar NS 125,En proceso,09/09/2026 23:47,Feria de Motos 2026
LD-00220,27/08/2026 12:41,WhatsApp,EMP-03,PV-011,Angie Paola Castaño Vargas,3024507639,,,Bajaj,No contesta,2026-08-28 12:41:00,Remate Modelos 2025
LD-00221,15/08/2026 04:45,Meta Ads,EMP-01,PV-002,Natalia Marín Jiménez,311-567-5817,natalia.marin20@outlook.com,ITAGUI,Honda Navi,no contesta,2026-08-15T06:45:00,Retoma tu moto
LD-00222,15/08/2026 17:27,Meta Ads,EMP-01,PV-003,Camilo Zapata Escobar,3209420858,,BELLO,Bajaj Pulsar NS 125,Sin gestión,,Agosto Cero Cuotas
LD-00223,28/08/2026 05:43,Formulario Web,EMP-01,PV-004,YESENIA VALENCIA SALAZAR,+57 322 6591672,,Rio Negro,SUZUKI GN 125,Sin gestión,,
LD-00224,08/06/2026 02:18,WhatsApp,EMP-03,PV-013,Liliana Valencia Escobar,3224438410,,Bogota DC,Bajaj  Pulsar RS 200,Sin gestión,,
LD-00225,22/08/2026 08:52,whatsapp,EMP-03,PV-015,JULIÁN PÉREZ ARIAS,(300) 106-8650,,Soacha,HONDA CB 190R,contactado,2026-08-22 12:52:00,Agosto Cero Cuotas
LD-00226,2026-09-10 03:03:00,Meta Ads,EMP-01,PV-003,Alexander Bedoya Zapata,318 744 9839,alexander.bedoya3@hotmail.com,bello,Suzuki,Sin gestión,,Agosto Cero Cuotas
LD-00227,2026-08-21 14:43:00,whatsapp,EMP-03,PV-012,MARÍA FERNANDA ESCOBAR RESTREPO,351-806-2228,,Bogotá,Honda Navi,No contesta,2026-08-21T16:43:00,
LD-00228,16-08-2026,WhatsApp,EMP-02,PV-009,Sebastián Jiménez Ramírez,3508919077,,SANTA MARTA,Suzuki Best 125,Contactado,2026-08-19 04:45:00,Agosto Cero Cuotas
LD-00229,2026-08-07 16:55:00,WhatsApp,EMP-02,PV-009,  Yuliana Franco Arias  , 3116976067 ,,Santa Marta,HONDA CB 125F TWISTER,Contactado,2026-08-08T22:55:00,
LD-00230,2026-08-22 13:39:00,Formulario Web,EMP-03,PV-014,Camilo Agudelo Ramírez,3232891094,,Bogotá D.C.,Suzuki Gixxer 150,No contesta,,Feria de Motos 2026
LD-00231,2026-09-04 22:15:00,whatsapp,EMP-02,PV-007,  Vanessa Pérez Betancur  ,+57 323 0474005,vanessa.perez16@outlook.com,Soledad,Suzuki Gixxer,Descartado,05/09/2026 10:15,Feria de Motos 2026
LD-00232,2026-08-26 20:45:00,WhatsApp,EMP-01,PV-003,  Claudia Patricia Ramírez Torres  ,310-480-4393,claudia.ramirez31@hotmail.com,bello,Hero Xpulse 200,Contactado,2026-08-28T20:45:00,
LD-00233,28-08-2026,WhatsApp,EMP-03,PV-012,Alexander Hernández Gómez, 3218787019 ,,Bogotá D.C.,AKT DYNAMIC R3 125,no contesta,2026-08-28T17:45:00,
LD-00234,2026-09-04 21:56:00,WhatsApp,EMP-03,PV-011,Héctor Betancur Salazar,3209062096,hector.betancur25@gmail.com,bogotá,Honda  Dio 110,Sin gestión,,Remate Modelos 2025
LD-00235,2026-08-04 11:12:00,Meta Ads,EMP-02,PV-006,Adriana Gómez Ramírez,3508876769,adriana.gomez37@outlook.com,Barranquilla,bajaj dominar 400,contactado,2026-08-06T11:12:00,
LD-00236,2026-09-02T12:48:00,Meta Ads,EMP-03,PV-012,Estefanía Escobar Valencia,3128446915,,Bogotá D.C.,Bajai Boxer CT 100,En proceso,09/04/2026 12:48,Agosto Cero Cuotas
LD-00237,2026-08-31 14:00:00,WhatsApp,EMP-03,PV-012,  Wilmar Marín Escobar  ,+57 301 2653471,wilmar.marin20@gmail.com,Bogota,Honda  CB 125F Twister,Contactado,31/08/2026 15:00,Remate Modelos 2025
LD-00238,2026-08-10T03:18:00,WhatsApp,EMP-03,PV-014,DUVÁN BEDOYA ARIAS,573227175367,,Bogota,AKT Dynamic R3 125,Contactado,2026-08-10T09:18:00,
LD-00239,2026-08-23 15:52:00,WhatsApp,EMP-02,PV-008,Vanessa Marín Gómez,315 908 2340,vanessa.marin78@gmail.com,CARTAGENA,Bajaj  Pulsar RS 200,Sin gestión,,Retoma tu moto
LD-00240,18/08/2026 03:38,WhatsApp,EMP-02,PV-007,Katherine Escobar,3230031702,,,Honda XRE 300,Contactado,2026-08-18T04:38:00,
LD-00241,2026-09-08 12:49:00,Formulario Web,EMP-03,PV-015,Nelson Arias Vargas,317 064 0036,nelson.arias47@hotmail.com,Soacha,honda cb 190r,En proceso,,Retoma tu moto
LD-00242,18/08/2026 07:24,WhatsApp,EMP-03,PV-013,Natalia Pérez Herrera,351-160-9861,natalia.perez56@hotmail.com,Bogota DC,HERO XPULSE 200,Descartado,2026-08-18T11:24:00,Prima Extra
LD-00243,08/09/2026 11:29,WhatsApp,EMP-03,PV-011,  Sandra Milena Cardona Hernández  ,3227360711,sandra.cardona69@yahoo.es,bogotá,,Cotización enviada,2026-08-09T15:29:00,
LD-00244,2026-08-03 22:57:00,WhatsApp,EMP-01,PV-005,KEVIN ZAPATA AGUDELO, 3223456560 ,,Medellín,HONDA NAVI,sin gestion,,Agosto Cero Cuotas
LD-00245,2026-08-03 17:35:00,WhatsApp,EMP-01,PV-001,  Carlos Mario Vargas Hernández  ,+57 351 9688328,carlos.vargas47@hotmail.com,medellin,AKT Evo RS 150 2026,Cotización enviada,,Agosto Cero Cuotas
LD-00246,2026-08-30 10:17:00,Meta Ads,EMP-01,PV-003,  Adriana Betancur Bedoya  ,(314) 158-3958,,bello,akt dynamic r3 125,No contesta,31-08-2026,Prima Extra
LD-00247,08/24/2026 04:18,WhatsApp,EMP-03,PV-012,JULIÁN BETANCUR MOSQUERA, 3021953691 ,,Bogotá D.C.,BAJAJ DOMINAR 400,Contactado,24/08/2026 16:18,
LD-00248,2026-08-22 21:47:00,WhatsApp,EMP-01,PV-005,  Estefanía Jiménez Muñoz  ,310-511-9735,estefania.jimenez56@yahoo.es,Medellin,Honda XR 150L,Contactado,2026-08-25T21:47:00,Prima Extra
LD-00249,2026-08-23 22:16:00,Meta Ads,EMP-03,PV-014,  Claudia Patricia Torres Pérez  ,+57 311 4840904,,Bogota,Honda XRE 300,Cotización enviada,,Agosto Cero Cuotas
LD-00250,2026-08-31 22:31:00,Formulario Web,EMP-03,PV-011,  Freddy Correa Muñoz  ,3154235528,,Bogota,Bajai Boxer CT 100,Cotización enviada,09/01/2026 22:31,Agosto Cero Cuotas
LD-00251,05-09-2026,Meta Ads,EMP-03,PV-013,  Fabián Londoño Betancur  ,3047335532,,Bogotá,Suzuky GN 125,Contactado,2026-09-07T02:44:00,Retoma tu moto
LD-00252,2026-08-19 12:33:00,WhatsApp,EMP-03,PV-011,Brayan Cardona Zapata,3128383625,brayan.cardona89@outlook.com,Bogotá D.C.,XRE 300,Sin gestión,,Agosto Cero Cuotas
LD-00253,2026-08-23T14:04:00,WhatsApp,EMP-02,PV-009,Édinson Franco Giraldo,302 981 6697,,SANTA MARTA,Bajaj Dominar 400,sin gestion,,Feria de Motos 2026
LD-00254,2026-08-22 09:41:00,Meta Ads,EMP-01,PV-005,LEIDY JOHANA VARGAS ARIAS,301 245 8689,,Medellin,XR 150L,Contactado,,Prima Extra
LD-00255,10-08-2026,WhatsApp,EMP-03,PV-015,Freddy Jiménez Londoño,+57 300 3494850,,Soacha,,Contactado,,Remate Modelos 2025
LD-00256,2026-08-10 12:50:00,meta ads,EMP-03,PV-015,  Héctor Mosquera Pérez  ,+57 322 0997499,hector.mosquera37@hotmail.com,,Honda  XR 150L,No contesta,2026-08-11 18:50:00,
LD-00257,09/09/2026 12:25,Formulario Web,EMP-02,PV-010,MÓNICA ARIAS PÉREZ,3508621976,monica.arias86@hotmail.com,Montería,Honda CB 125F Twister 2026,Contactado,2026-09-09T18:25:00,Feria de Motos 2026
LD-00258,03-08-2026,WhatsApp,EMP-01,PV-002,ANGIE PAOLA GÓMEZ MOSQUERA,3140483109,angie.gomez73@hotmail.com,ITAGUI,SUZUKI GIXXER 150,sin gestion,,
LD-00259,2026-08-15T23:53:00,Formulario Web,EMP-03,PV-013,Juan Carlos Marín Franco,573209053618,juan.marin33@gmail.com,Bogotá D.C.,bajaj dominar 400,Cotización enviada,2026-08-16T00:53:00,Retoma tu moto
LD-00260,04/09/2026 09:29,Meta Ads,EMP-01,PV-003,Mónica Restrepo Rodríguez,304-005-4315,monica.restrepo96@outlook.com,Bello,,Descartado,2026-09-04 11:29:00,Agosto Cero Cuotas
LD-00261,2026-08-22 08:25:00,META ADS,EMP-01,PV-005,Marcela Restrepo Herrera,3017162127,,Medellin,Hero Eco,Cotización enviada,,
LD-00262,2026-08-12 09:46:00,Formulario Web,EMP-03,PV-012,María Fernanda Quintero Betancur,3511424907,,Bogota DC,HONDA XRE 300,Cotización enviada,13/08/2026 03:46,Agosto Cero Cuotas
LD-00263,27/08/2026 01:04,whatsapp,EMP-02,PV-007,ERIKA JIMÉNEZ RODRÍGUEZ,3139690640,,Soledad,Honda Dio 110,Cotización enviada,2026-08-29 01:04:00,Agosto Cero Cuotas
LD-00264,08/19/2026 00:12,WhatsApp,EMP-01,PV-004,MARÍA FERNANDA AGUDELO OSPINA,3514820760,,Rionegro,AKT Evo RS 150,No contesta,19/08/2026 18:12,
LD-00265,2026-08-25T01:59:00,Meta Ads,EMP-03,PV-013,ANDRÉS FELIPE HERRERA VALENCIA,313-387-4980,,Bogota,,En proceso,29-08-2026,Prima Extra
